Name,Team,Age,W,L,ERA,G,GS,CG,ShO,SV,IP,TBF,H,R,ER,HR,BB,HBP,WP,BK,SO,NameASCII,PlayerId,MLBAMID
"Evan Dempsey","FGCU",19,5,1,1.9660194902890211,15,10,0,0,0,68.2,288,57,19,15,3,20,8,1,2,75,"Evan Dempsey","sa3030134",
"Ethan Firoved","PITT",23,3,4,3.8571427657525965,23,0,0,0,8,53.2,235,46,29,23,5,17,9,5,0,75,"Ethan Firoved","sa3031363",
"Jacob Frost","KSU",22,1,5,5.969849017355108,18,15,0,0,0,66.1,316,62,49,44,7,40,10,3,1,75,"Jacob Frost","sa3031744",
"Cole Gilley","IU",23,10,3,3.538835082520238,18,12,0,0,1,68.2,289,55,35,27,8,20,5,7,0,75,"Cole Gilley","sa3032230",
"Keegan Johnson","BALL",20,7,3,4.457547330228242,14,14,0,0,0,70.2,317,59,37,35,10,39,14,4,0,75,"Keegan Johnson","sa3034774",
"Will Jones","NE",23,11,1,2.625,15,15,0,0,0,72,290,55,26,21,3,19,9,0,0,75,"Will Jones","sa3034924",
"Ryan Peterson","SHSU",,2,9,6.287671232876712,14,14,0,0,0,73,351,86,60,51,12,32,17,2,0,75,"Ryan Peterson","sa3039799",
"Joseph Taylor","CLT",,2,6,4.213872739452897,25,0,0,0,7,57.2,259,49,30,27,8,40,3,3,0,75,"Joseph Taylor","sa3043573",
"Jay Woolfolk","UVA",,4,3,4.731958948979287,13,13,0,0,0,64.2,279,63,44,34,5,24,3,3,1,75,"Jay Woolfolk","sa3045574",
"Grant Adler","WICH",,5,6,6.665272179297034,15,15,1,0,0,79.2,364,87,61,59,11,34,9,4,0,74,"Grant Adler","sa3025783",
"Kurt Barr","MICH",21,6,5,4.65071787312039,16,14,0,0,0,69.2,323,72,47,36,6,34,7,8,0,74,"Kurt Barr","sa3026623",
"Daniel Brooks","COFC",22,6,4,4.44,17,14,0,0,0,75,322,66,40,37,10,24,5,2,0,74,"Daniel Brooks","sa3027752",
"Aiven Cabral","NE",21,10,3,2.9216417078718013,16,16,1,1,0,89.1,360,78,30,29,3,14,7,2,0,74,"Aiven Cabral","sa3028218",
"Charlie Christenson","CARK",,4,5,5.85,16,15,2,1,0,80,371,101,60,52,10,33,6,3,0,74,"Charlie Christenson","sa3028883",
"Miles Gosztola","GONZ",19,5,8,6.400861858471119,16,15,0,0,0,77.1,368,100,63,55,13,30,15,7,0,74,"Miles Gosztola","sa3032514",
"Cameron Keshock","SAM",21,5,4,5.7272727272727275,15,14,0,0,0,77,366,83,55,49,9,33,18,9,0,74,"Cameron Keshock","sa3035309",
"Caleb Leys","ME",,5,2,2.6865671641791047,14,14,1,1,0,67,279,56,31,20,0,27,1,16,0,74,"Caleb Leys","sa3036316",
"Chase Morgan","UL",,4,3,3.521739203447657,13,13,0,0,0,61.1,270,60,32,24,4,24,3,4,0,74,"Chase Morgan","sa3038361",
"Wilson Perkins","DAV",,6,5,6.9397590361445785,15,15,0,0,0,83,385,101,71,64,11,30,12,9,1,74,"Wilson Perkins","sa3039734",
"Eric Segura","ORST",,8,2,4.472392742704444,16,5,0,0,0,54.1,249,44,33,27,4,33,14,10,0,74,"Eric Segura","sa3041930",
"Gavin Theis","MILW",,9,1,4.381131949338173,16,16,0,0,0,88.1,392,89,45,43,7,37,13,8,0,74,"Gavin Theis","sa3043658",
"Marko Sipila","SDSU",21,4,3,3.9112148138308367,12,12,0,0,0,71.1,322,71,41,31,5,25,11,5,1,74,"Marko Sipila","sa3060586",
"Bryson Treichel","UNF",,4,5,5.2540539457155395,15,14,1,1,0,61.2,288,69,45,36,4,24,8,6,0,74,"Bryson Treichel","sa3060786",
"Dylan Volantis","TEX",,4,1,1.9411764705882353,23,1,0,0,12,51,197,33,13,11,3,12,4,0,0,74,"Dylan Volantis","sa3060847",
"Eli Brown","LIN",22,4,8,4.378378249403958,15,15,1,1,0,86.1,361,83,53,42,17,27,7,10,0,73,"Eli Brown","sa3027820",
"Diego Gutierrez","CSUN",,3,7,7.854545182157163,14,14,0,0,0,73.1,352,88,67,64,18,39,16,5,0,73,"Diego Gutierrez","sa3032876",
"Brady Jones","GT",20,7,3,4.921182450963756,16,16,1,1,0,67.2,314,60,40,37,7,38,17,2,0,73,"Brady Jones","sa3034851",
"Karson Ligon","MSST",22,6,5,5.399999878827266,15,15,0,0,0,56.2,262,55,39,34,8,29,11,7,1,73,"Karson Ligon","sa3036337",
"Jaxon Lloyd","VMI",22,4,4,7.483695807326272,16,13,0,0,0,61.1,285,74,56,51,12,24,7,3,0,73,"Jaxon Lloyd","sa3036423",
"Michael Lombardi","TULN",21,4,1,2.142857142857143,23,6,0,0,11,42,168,20,16,10,4,21,3,4,0,73,"Michael Lombardi","sa3036476",
"Carter Lovasz","W&M",22,4,6,6.612244897959184,15,2,0,0,2,49,233,48,37,36,6,31,5,4,0,73,"Carter Lovasz","sa3036586",
"Ryan Prager","TA&M",22,4,4,4.211999871459965,15,15,1,1,0,83.1,350,84,45,39,16,21,5,1,0,73,"Ryan Prager","sa3040167",696492
"Oliver Pudvar","CONN",,6,1,3.6,14,12,0,0,0,70,302,61,31,28,7,32,7,0,0,73,"Oliver Pudvar","sa3040271",
"Jason Reitz","ORE",20,5,1,3.497409188170391,16,11,0,0,1,64.1,272,50,28,25,2,29,7,5,0,73,"Jason Reitz","sa3040605",
"Matthew Tippie","TXST",22,2,2,4.108695652173913,26,0,0,0,1,46,196,34,29,21,5,21,6,8,0,73,"Matthew Tippie","sa3043855",
"Brian Young","RID",22,9,0,2.831460674157303,14,14,2,2,0,89,382,83,36,28,5,29,14,7,0,73,"Brian Young","sa3045727",
"Kenny Ishikawa","SEA",,5,6,4.20602998950019,19,9,0,0,1,66.1,303,82,39,31,6,22,6,6,0,73,"Kenny Ishikawa","sa3059572",
"Jacob Bean","KENT",,6,2,4.2,15,15,0,0,0,75,328,72,40,35,7,22,13,7,0,72,"Jacob Bean","sa3026794",
"Ryder Brooks","UCI",21,7,3,5.086956521739131,20,12,1,1,0,69,307,59,42,39,5,31,17,2,0,72,"Ryder Brooks","sa3027768",
"Carson Byers","M-OH",21,2,2,2.6052631578947367,23,2,0,0,6,76,320,59,27,22,4,24,12,5,0,72,"Carson Byers","sa3028190",
"Ryan DeSanto","PSU",21,8,2,3.963302890998172,15,15,0,0,0,72.2,313,52,34,32,8,30,19,6,0,72,"Ryan DeSanto","sa3030191",
"Nathan Deschryver","NJIT",22,4,4,5.430167482042206,16,10,0,0,2,59.2,282,40,40,36,6,46,15,6,0,72,"Nathan Deschryver","sa3030193",
"Guillermo Garcia Jr.","LONG",,5,5,6.939252089054711,13,13,0,0,0,71.1,333,77,60,55,16,33,11,9,0,72,"Guillermo Garcia Jr.","sa3031933",
"Luke Harrison","TEX",,5,1,3.05660388358508,15,15,0,0,0,70.2,315,63,37,24,4,24,21,3,0,72,"Luke Harrison","sa3033295",
"Jackson Logar","JMU",,4,5,3.527027027027027,15,14,0,0,0,74,336,50,38,29,3,41,30,4,0,72,"Jackson Logar","sa3036455",
"Grant Manning","VT",24,5,3,5.922580499400957,20,3,0,0,5,51.2,222,43,35,34,9,22,3,5,0,72,"Grant Manning","sa3036989",
"Easton Marks","FIU",,3,3,3.4925373134328357,14,14,0,0,0,67,300,59,35,26,5,35,7,4,0,72,"Easton Marks","sa3037064",
"Luke McNeillie","FLA",,5,2,4.815286741202938,28,2,0,0,1,52.1,231,44,32,28,7,24,8,5,0,72,"Luke McNeillie","sa3037734",
"Andrelys Payamps","IONA",,4,5,4.522842814754072,13,13,0,0,0,65.2,289,57,36,33,2,34,12,5,0,72,"Andrelys Payamps","sa3039575",
"Omar Serrano","SDSU",,4,7,7.892307923898196,15,15,2,1,0,86.2,418,120,83,76,11,39,9,7,1,72,"Omar Serrano","sa3042010",
"Evan Siary","MSST",,3,1,4,15,10,0,0,0,54,229,45,26,24,8,15,7,2,0,72,"Evan Siary","sa3042246",
"Smith Bailey","ARIZ",,3,3,3.9740259740259742,16,16,0,0,0,77,331,80,35,34,7,27,4,4,0,72,"Smith Bailey","sa3058536",
"Walker McDuffie","UNC",,3,2,3.7636363636363637,27,1,0,0,7,55,223,34,24,23,3,24,5,5,1,72,"Walker McDuffie","sa3059972",
"Mike Rabayda","FOR",,2,6,4.58893266794159,15,15,1,0,0,84.1,382,86,59,43,10,31,11,5,0,72,"Mike Rabayda","sa3060326",
"Aiden Kelly","MERC",22,2,4,5.858490776871403,14,14,0,0,0,70.2,346,79,52,46,7,41,13,6,0,72,"Aiden Kelly","sa3065067",
"Cam Allen","WRST",,7,3,4.945544367665796,16,13,0,0,0,67.1,303,60,41,37,6,41,10,7,0,71,"Cam Allen","sa3025908",
"Bowen Baker","FAIR",23,8,2,3.4730289356966475,16,15,2,0,0,80.1,341,76,32,31,9,21,11,5,0,71,"Bowen Baker","sa3026424",
"Michael Barnett","UCLA",21,12,1,4.094262167062535,18,13,0,0,0,81.1,353,95,39,37,8,18,8,8,1,71,"Michael Barnett","sa3026603",
"Peyton Consigli","CAN",22,1,4,6.275675546271339,13,5,0,0,0,61.2,290,69,48,43,11,42,3,11,0,71,"Peyton Consigli","sa3029270",
"Parker Edwards","HCU",,3,5,3.8283580999699462,17,17,1,0,0,89.1,389,78,53,38,6,36,8,7,0,71,"Parker Edwards","sa3030822",
"Logan Forsythe","LT",21,1,1,5.610389749363237,24,3,0,0,1,51.1,232,39,36,32,5,37,6,10,0,71,"Logan Forsythe","sa3031560",
"Brandon Gomez","SCU",,3,8,5.813397341400488,15,12,0,0,0,69.2,322,69,54,45,10,34,10,8,0,71,"Brandon Gomez","sa3032383",
"Erik Hoffberg","GONZ",,2,4,4,23,0,0,0,7,54,242,45,29,24,7,24,17,6,0,71,"Erik Hoffberg","sa3033917",
"Brendan Holland","UML",22,3,6,7.092165649267605,14,14,0,0,0,72.1,331,88,57,57,10,22,5,6,0,71,"Brendan Holland","sa3033973",
"Nic McCay","UK",24,5,0,4.5,15,15,0,0,0,72,316,53,42,36,12,41,9,1,0,71,"Nic McCay","sa3037466",
"Kyle McCoy","MD",21,6,3,3.3214285714285716,14,14,0,0,0,84,366,91,43,31,5,21,7,4,0,71,"Kyle McCoy","sa3037510",
"Griffin Miller","MRSH",,7,4,3.4559998945312533,15,15,1,0,0,83.1,387,68,47,32,1,46,25,14,1,71,"Griffin Miller","sa3038057",
"Max Parker","LEM",23,4,7,5.356275138197829,14,13,2,0,0,82.1,373,96,53,49,11,24,18,2,0,71,"Max Parker","sa3039464",
"Smith Pinson","KENN",22,8,2,3.796875,22,10,1,1,1,64,276,63,35,27,3,16,10,5,0,71,"Smith Pinson","sa3039946",
"Calvin Proskey","UCSB",,5,4,3.780000144195562,14,13,0,0,0,66.2,287,65,35,28,7,17,7,4,0,71,"Calvin Proskey","sa3040243",
"Spencer Seid","UCSD",22,3,1,4.7928995164701815,16,5,0,0,3,56.1,243,51,33,30,6,22,4,2,0,71,"Spencer Seid","sa3041936",
"Jake Marciano","VT",,4,2,6.082417454930872,15,14,0,0,0,60.2,278,70,42,41,12,18,9,2,0,71,"Jake Marciano","sa3059912",
"Ty Van Dyke","STET",,7,0,1.5211268014270298,27,0,0,0,9,47.1,189,30,10,8,3,16,1,3,0,71,"Ty Van Dyke","sa3060817",
"Garrett Workman","FAMU",,10,4,3.6627906976744184,15,15,1,0,0,86,367,83,42,35,4,30,9,2,0,71,"Garrett Workman","sa3062927",
"Jason DeCaro","UNC",,9,3,3.779999884643558,16,16,0,0,0,83.1,356,79,37,35,7,26,7,2,1,70,"Jason DeCaro","sa3029991",
"Jay Dill","TROY",,4,2,3.673469387755102,24,3,0,0,6,49,216,40,23,20,3,29,4,4,0,70,"Jay Dill","sa3030328",
"Connor Harris","WIN",25,6,4,7.183486489934186,15,15,0,0,0,72.2,327,99,62,58,14,9,9,3,0,70,"Connor Harris","sa3033263",
"Cooper Katskee","M-OH",21,11,2,3.0826772579486654,16,10,3,0,1,84.2,343,60,33,29,7,30,3,3,0,70,"Cooper Katskee","sa3035112",
"Riley Kelly","UCI",21,4,1,3.780000144195562,17,12,0,0,0,66.2,294,66,31,28,7,32,4,4,1,70,"Riley Kelly","sa3035229",
"Cade McGarrh","ACU",,4,5,6.194805194805195,15,15,0,0,0,77,342,84,54,53,14,30,8,5,0,70,"Cade McGarrh","sa3037584",
"Brad Pruett","ECU",,5,6,5.318181818181818,28,5,0,0,3,66,285,54,40,39,5,34,6,3,0,70,"Brad Pruett","sa3040253",
"Michael Quevedo","KSU",,6,3,6.219895163732895,15,14,0,0,0,63.2,301,76,45,44,10,29,10,3,2,70,"Michael Quevedo","sa3040323",
"Riley Quick","ALA",21,8,3,3.9193548387096775,14,14,0,0,0,62,270,62,27,27,5,24,7,8,1,70,"Riley Quick","sa3040326",
"Joe Ruzicka","BEL",21,6,4,3.5555555555555554,15,15,1,1,0,81,345,56,46,32,10,44,13,6,0,70,"Joe Ruzicka","sa3041362",
"Isaac Silva","MUR",22,8,2,4.7368421052631575,16,14,1,0,0,76,335,72,47,40,6,32,7,2,0,70,"Isaac Silva","sa3042289",
"Hunter Watkins","OKST",20,5,4,5.427835265005653,19,11,0,0,1,64.2,301,78,43,39,15,23,5,2,3,70,"Hunter Watkins","sa3044847",
"Brandon Arvidson","TENN",,2,0,4.189655034635641,29,2,0,0,1,38.2,164,28,23,18,4,20,1,5,0,70,"Brandon Arvidson","sa3058521",
"Riely Hunsaker","LAM",,4,3,2.465217473078768,14,14,0,0,0,76.2,320,72,26,21,5,16,6,5,0,70,"Riely Hunsaker","sa3059549",
"Landon Mack","RUTG",,6,5,4.0331948930670745,15,15,0,0,0,80.1,340,81,39,36,10,17,11,6,0,70,"Landon Mack","sa3059883",
"Lincoln Sheffield","KSU",,7,4,5.448430306868949,16,15,1,0,0,74.1,333,96,47,45,10,19,0,6,0,70,"Lincoln Sheffield","sa3060562",
"Tomas Valincius","UVA",,5,1,4.592783685774014,13,12,0,0,0,64.2,275,64,36,33,5,17,5,4,0,70,"Tomas Valincius","sa3060815",
"Michael Vallone","PUR",23,4,1,3.857142941221901,21,2,0,0,1,58.1,254,49,33,25,4,16,15,2,2,70,"Michael Vallone","sa3060816",
"Frank Ciccone","JOES",,5,5,4.7008930172543195,14,14,0,0,0,74.2,331,74,50,39,6,35,7,3,0,69,"Frank Ciccone","sa3028924",
"Bryan Green","UCD",21,3,5,2.5450818876334678,15,15,0,0,0,81.1,341,82,27,23,8,23,2,4,0,69,"Bryan Green","sa3032643",
"Michael Harpster","ETSU",,7,3,4.941964454036592,16,16,0,0,0,74.2,320,69,44,41,10,18,15,3,0,69,"Michael Harpster","sa3033252",
"Jacob Hartlaub","BALL",,6,2,5.0901637752669355,15,15,0,0,0,81.1,358,88,48,46,9,29,4,8,0,69,"Jacob Hartlaub","sa3033345",
"Zach Longshore","UNO",22,2,6,7.061538461538461,17,13,0,0,0,65,303,75,56,51,5,32,7,10,0,69,"Zach Longshore","sa3036508",
"Riley Maddox","MISS",,6,5,5.555024126227132,17,16,0,0,0,69.2,313,71,46,43,11,30,7,5,0,69,"Riley Maddox","sa3036829",
"Jay Miller","UNCG",22,2,5,4.977653525205356,11,11,0,0,0,59.2,256,55,36,33,8,21,5,2,0,69,"Jay Miller","sa3038066",
"Nolan Straniero","ELON",,4,4,7.098591549295775,16,14,1,0,0,71,334,85,59,56,12,32,5,6,0,69,"Nolan Straniero","sa3043209",
"Jake Toporek","WAG",22,8,1,3.4904943978340643,15,14,1,0,0,87.2,359,72,38,34,5,24,9,2,0,69,"Jake Toporek","sa3043937",
"Corbin Kirk","UVU",,5,4,5.74468066455985,16,16,1,0,0,78.1,376,96,54,50,6,32,13,4,0,69,"Corbin Kirk","sa3059688",
"Jordan Savinon","FDU",20,3,4,5.192307583477574,18,10,0,0,0,60.2,278,54,40,35,5,37,6,1,0,69,"Jordan Savinon","sa3060499",
"Dylan Banner","ALB",,5,5,3.816254314078764,14,14,1,0,0,94.1,388,100,46,40,6,14,9,1,0,68,"Dylan Banner","sa3026523",
"Hudson Boncal","OHIO",,3,6,5.3544303797468356,14,11,1,0,0,79,368,83,53,47,5,37,16,5,0,68,"Hudson Boncal","sa3027360",
"Logan Knight","NDSU",,5,6,4.53599986157227,15,15,2,2,0,83.1,370,89,51,42,12,28,6,5,0,68,"Logan Knight","sa3035547",
"Connor Marshburn","UNCW",,4,3,3.511210642204434,15,15,0,0,0,74.1,322,53,33,29,3,37,11,7,0,68,"Connor Marshburn","sa3037106",
"Blake Morgan","ODU",,5,4,4.622568230612439,15,15,1,0,0,85.2,386,97,48,44,11,28,4,5,0,68,"Blake Morgan","sa3038359",
"Ross Norman","GAST",,5,8,7.676470588235294,16,12,0,0,0,68,330,86,62,58,11,31,16,5,0,68,"Ross Norman","sa3038928",
"Tyler O'Neill","BUCK",21,4,4,3.144578313253012,12,12,3,0,0,83,333,63,35,29,9,22,3,6,0,68,"Tyler O'Neill","sa3039169",
"JJ Tylicki","YSU",23,1,7,9.754838469601577,17,11,0,0,0,51.2,282,56,71,56,3,65,6,19,0,68,"JJ Tylicki","sa3044201",
"Ben Weber","OMA",,3,5,3.921161701592989,17,14,0,0,0,80.1,347,68,40,35,5,42,5,10,0,68,"Ben Weber","sa3044917",
"Caleb White","GAST",22,5,5,6.79041900656651,17,8,0,0,0,55.2,268,74,49,42,10,18,10,5,0,68,"Caleb White","sa3045105",
"Mason Brassfield","TCU",,5,2,4.086486402223198,18,7,0,0,0,61.2,266,59,32,28,8,23,7,6,0,68,"Mason Brassfield","sa3058719",
"Grant Garman","OAK",19,3,5,5.834745951337198,15,15,0,0,0,78.2,370,84,56,51,12,46,8,1,0,68,"Grant Garman","sa3059279",
"Adam Brouwer","NIU",22,4,3,5.136585174687635,13,13,0,0,0,68.1,310,75,45,39,6,26,10,3,0,67,"Adam Brouwer","sa3027788",
"Matthew Dalquist","UCSD",22,6,5,4.426229369797335,14,14,0,0,0,81.1,347,86,48,40,8,13,6,3,0,67,"Matthew Dalquist","sa3029795",
"Haden Dow","SEMO",,5,4,3.331914785444713,14,14,1,1,0,78.1,321,62,40,29,8,14,9,5,0,67,"Haden Dow","sa3030516",
"Noah Edders","TROY",22,5,2,5.123076923076923,14,14,1,0,0,65,283,59,40,37,10,27,7,12,0,67,"Noah Edders","sa3030774",
"Alexis Gravel","MCN",,4,3,3.4468085106382977,12,10,0,0,0,47,205,41,24,18,6,26,3,4,0,67,"Alexis Gravel","sa3032594",
"Carson Myers","AUB",22,3,2,2.769230769230769,22,1,0,0,3,52,215,48,19,16,5,10,3,4,0,67,"Carson Myers","sa3038635",
"Ryan Reed","PITT",21,5,4,5.009049946678815,14,14,0,0,0,73.2,327,84,48,41,10,24,4,1,0,67,"Ryan Reed","sa3040535",
"Dillon Fischer","PFW",22,1,8,7.411764705882353,17,15,1,0,0,85,397,101,76,70,11,43,9,7,2,67,"Dillon Fischer","sa3059187",
"Ryan Lynch","UNC",,5,1,2.9815951618029626,26,2,0,0,2,54.1,239,41,26,18,2,24,9,5,0,67,"Ryan Lynch","sa3059876",
"Nathan Mertens","SEMO",,7,3,3.5316455696202533,15,13,0,0,1,79,315,71,31,31,8,8,2,2,0,67,"Nathan Mertens","sa3060021",
"Reece Beuter","IOWA",24,6,0,3.142857142857143,13,13,0,0,0,63,259,45,23,22,10,22,6,1,0,66,"Reece Beuter","sa3027106",
"Thomas Ellisen","CONN",22,6,3,6.447761194029851,16,14,0,0,0,67,328,84,59,48,11,31,8,7,0,66,"Thomas Ellisen","sa3030907",
"Brandon Haston","JKST",24,4,7,4.940425371521471,16,13,1,1,1,78.1,369,96,51,43,2,31,11,5,0,66,"Brandon Haston","sa3033380",
"Richard Long","JAX",22,8,4,2.594306120259733,15,15,2,0,0,93.2,375,72,37,27,5,20,3,3,0,66,"Richard Long","sa3036493",
"Alec Sparks","NICH",23,4,3,3.625,12,12,1,0,0,72,305,59,39,29,6,28,3,3,0,66,"Alec Sparks","sa3042798",
"Jared Spencer","TEX",21,4,1,3.267516002959136,10,10,0,0,0,52.1,225,41,19,19,6,23,7,3,0,66,"Jared Spencer","sa3042828",801358
"Matt Archibald","NAVY",,4,4,3.6382978723404253,13,10,0,0,0,47,216,21,24,19,2,43,11,10,0,66,"Matt Archibald","sa3058511",
"Ethan Lay","SAC",,5,3,3.5526315789473686,14,13,0,0,0,76,320,78,35,30,6,16,2,8,0,66,"Ethan Lay","sa3059771",
"Juan Villarreal","FIU",,6,5,5.466257796638764,23,6,0,0,4,54.1,249,50,39,33,9,33,6,2,0,66,"Juan Villarreal","sa3060845",
"Hunter Alexander","CARK",,4,6,6.44162461495277,20,8,1,0,2,65.2,314,83,52,47,7,33,10,6,0,65,"Hunter Alexander","sa3025880",
"Cole Cheatham","UAB",,3,5,6.480000247192392,16,10,0,0,0,66.2,306,69,50,48,10,30,18,2,0,65,"Cole Cheatham","sa3028805",
"Reid Easterly","DUKE",23,9,2,2.915492957746479,36,0,0,0,5,71,299,60,32,23,4,16,9,7,0,65,"Reid Easterly","sa3030746",
"Ben Grable","IU",23,4,3,4.313609564823164,17,11,0,0,2,56.1,244,54,31,27,8,17,4,2,3,65,"Ben Grable","sa3032539",
"Tate Hess","UL",20,6,3,5.676136240609424,20,6,0,0,1,58.2,283,74,41,37,9,24,4,1,1,65,"Tate Hess","sa3033730",
"Sam Hliboki","NU",23,4,3,5.356275138197829,20,12,1,0,2,82.1,369,83,52,49,15,21,20,0,0,65,"Sam Hliboki","sa3033884",
"Rigo Ramos","LIP",24,3,5,5.744680734498841,15,15,0,0,0,62.2,288,65,43,40,10,35,9,10,0,65,"Rigo Ramos","sa3040435",
"Evan Steckmesser","SAM",,3,4,3.1764705169572154,27,0,0,0,1,56.2,233,57,26,20,6,8,3,3,0,65,"Evan Steckmesser","sa3042994",
"Noel Valdez","UCD",,7,3,3.7165990754842078,21,14,0,0,0,82.1,344,88,35,34,4,20,2,4,0,65,"Noel Valdez","sa3044289",
"Max Banks","WASH",22,7,4,3.8571429885163644,13,13,0,0,0,74.2,311,60,33,32,8,28,8,2,0,65,"Max Banks","sa3058549",
"AJ Ciscar","MIA",,6,2,4.455000169944769,21,10,0,0,0,66.2,290,56,38,33,6,16,20,0,0,65,"AJ Ciscar","sa3058868",
"Luke Cooley","LT",,7,2,4.947643880242076,16,13,0,0,0,63.2,291,68,39,35,4,29,8,6,0,65,"Luke Cooley","sa3058921",
"Casan Evans","LSU",,4,1,1.9014085017837874,17,3,0,0,6,47.1,203,39,11,10,0,19,4,1,1,65,"Casan Evans","sa3059150",
"Brian Panneton","TAR",,6,3,3.6923076923076925,15,14,0,0,0,78,331,85,42,32,12,16,6,0,1,65,"Brian Panneton","sa3060203",
"Ryan Piech","XAV",,4,1,4.374301582756222,14,14,0,0,0,59.2,270,38,30,29,6,49,6,7,0,65,"Ryan Piech","sa3060268",
"Matthew Becker","SC",22,3,3,6.654929756243256,19,6,0,0,0,47.1,216,45,37,35,6,23,6,3,0,64,"Matthew Becker","sa3026849",
"Harry Cain","KENN",,4,3,4.670270173969368,19,10,0,0,0,61.2,277,58,42,32,9,30,3,12,0,64,"Harry Cain","sa3028246",
"Ethan Calder","BAY",,3,6,5.178082191780822,15,15,0,0,0,73,315,75,45,42,9,18,3,0,0,64,"Ethan Calder","sa3028255",
"Joshua Caravalho","HCU",,9,4,5.755813953488372,18,16,0,0,0,86,399,106,66,55,8,28,9,12,0,64,"Joshua Caravalho","sa3028404",
"Chase Carson","CLT",,4,1,4.827814691501003,28,0,0,0,3,50.1,209,45,27,27,5,15,4,3,0,64,"Chase Carson","sa3028512",
"Jack Cline","LR",,8,5,5.055777046105648,17,16,1,0,0,83.2,372,83,54,47,10,33,10,1,0,64,"Jack Cline","sa3029054",
"Caleb Cross","APP",23,7,4,4.189655034635641,14,14,3,1,0,77.1,347,77,39,36,4,33,8,5,0,64,"Caleb Cross","sa3029595",
"Rory Fox","ND",,4,4,3.5816325136444513,14,14,1,1,0,65.1,280,44,30,26,3,27,13,3,0,64,"Rory Fox","sa3031610",
"Tyler Kapraun","EIU",,6,4,4.05,15,15,0,0,0,80,350,87,47,36,7,20,5,2,0,64,"Tyler Kapraun","sa3035073",
"Max McEwen","INST",,6,3,4.628571529466281,13,10,0,0,0,58.1,268,50,35,30,3,31,10,6,0,64,"Max McEwen","sa3037575",
"Mason Patel","GT",23,11,2,3.342857142857143,23,0,0,0,5,70,283,57,29,26,8,18,5,2,0,64,"Mason Patel","sa3039528",
"Andrew Stanley","CIT",22,5,3,5.070422535211268,17,10,0,0,1,71,317,74,43,40,6,28,7,5,0,64,"Andrew Stanley","sa3042939",
"Cody Williams","FAMU",,5,3,4.689473778362752,30,1,0,0,4,63.1,284,61,34,33,7,27,8,2,0,64,"Cody Williams","sa3045270",
"Lyndon Glidewell","APSU",,8,0,3.3605151314965482,14,13,1,1,1,77.2,338,61,31,29,4,34,14,3,0,64,"Lyndon Glidewell","sa3059308",
"Clay Hendry","UNF",,6,5,3.921787625919371,18,11,0,0,0,59.2,254,53,33,26,6,22,5,4,0,64,"Clay Hendry","sa3059467",
"Brooks Roberson","LT",,5,4,4.897674592401357,16,11,0,0,0,71.2,317,62,45,39,5,32,12,5,0,64,"Brooks Roberson","sa3060386",
"Tim Teixeira","SIUE",,3,5,6.20095716416052,15,15,0,0,0,69.2,334,75,49,48,6,33,18,4,0,64,"Tim Teixeira","sa3060726",
"David Case","MEM",22,1,7,5.279329496429923,14,14,0,0,0,59.2,295,74,53,35,14,31,8,8,0,63,"David Case","sa3028566",
"Steven Cash","JVST",,5,2,4.586872451756527,16,16,1,0,0,86.1,366,73,48,44,13,33,5,5,2,63,"Steven Cash","sa3028581",
"Matthew Dallas","WAKE",21,5,1,4.895604292993141,14,14,0,0,0,60.2,279,60,41,33,4,29,6,3,1,63,"Matthew Dallas","sa3029790",
"Riley Eikhoff","CCU",23,6,2,2.9008265377336784,15,15,1,0,0,80.2,330,78,30,26,6,10,7,4,0,63,"Riley Eikhoff","sa3030851",
"Evan Gibbons","SAC",,10,2,4.193181818181818,15,15,0,0,0,88,380,91,43,41,11,23,10,5,0,63,"Evan Gibbons","sa3032171",
"Brady Hamilton","WICH",,2,7,5.377118817898987,16,16,0,0,0,78.2,352,71,53,47,5,43,16,11,0,63,"Brady Hamilton","sa3033073",
"Trent Hillen","NWST",,7,1,5.541484531536367,14,14,1,1,0,76.1,349,84,54,47,9,30,7,8,0,63,"Trent Hillen","sa3033838",
"Declan Lavelle","ELON",23,3,6,5.532786712246669,15,15,1,1,0,81.1,367,89,64,50,7,20,10,3,0,63,"Declan Lavelle","sa3036052",
"Carter Rasmussen","WOF",21,6,2,3.2097901241651914,19,1,0,0,4,47.2,209,41,19,17,6,16,9,6,0,63,"Carter Rasmussen","sa3040470",
"JR Tollett","UL",,6,4,3.5064935064935066,17,11,1,1,0,77,328,76,34,30,8,12,9,5,1,63,"JR Tollett","sa3043899",
"Eli DeRossi","MSM",20,3,1,5.482233714853421,14,8,0,0,0,65.2,307,58,44,40,8,36,17,5,0,63,"Eli DeRossi","sa3059042",
"Riane Ritter","STMN",19,6,1,4.078125,12,7,0,0,0,64,284,59,33,29,4,29,6,4,0,63,"Riane Ritter","sa3060378",
"Cody Templeton","SFA",,6,4,3.9011407975792483,13,13,3,1,0,87.2,385,103,44,38,4,13,6,2,0,63,"Cody Templeton","sa3060728",
"Michael Yusypchuk","MOST",,4,3,5.830985915492958,15,14,2,0,0,71,320,80,48,46,15,22,9,3,0,63,"Michael Yusypchuk","sa3060998",
"Zane Adams","ALA",21,7,4,5.538461538461538,15,14,1,0,0,65,293,75,43,40,12,26,0,5,0,62,"Zane Adams","sa3025773",
