Name,Team,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Tyler Castrataro","HOF",,45,175,190,48,32,6,2,8,31,33,8,61,5,1,1,2,7,2,0.274285714,"Tyler Castrataro","sa3058842",
"Caleb Herd","UNM",21,27,62,80,17,13,0,0,4,17,16,14,16,1,2,1,2,0,0,0.274193548,"Caleb Herd","sa3033662",
"Ryan Tayman","CAL",19,39,124,140,34,20,8,1,5,23,16,9,35,5,1,1,1,1,0,0.274193548,"Ryan Tayman","sa3043594",
"Jimmy Brennan","HALL",22,51,186,228,51,35,10,1,5,34,41,29,31,8,3,2,5,0,2,0.274193548,"Jimmy Brennan","sa3058724",
"Tanner Reaves","LSU",22,41,62,74,17,11,3,0,3,17,12,10,15,0,1,1,1,0,0,0.274193548,"Tanner Reaves","sa3060343",
"Ethan Brown","DART",20,35,135,155,37,21,13,0,3,19,25,16,29,2,2,0,2,10,1,0.274074074,"Ethan Brown","sa3027825",
"AJ Anderson","AAMU",,39,135,159,37,30,5,1,1,23,17,20,20,1,2,1,4,9,3,0.274074074,"AJ Anderson","sa3064986",
"Michael Brooks","KU",23,60,208,272,57,36,11,1,9,47,38,54,42,4,5,1,3,2,0,0.274038461,"Michael Brooks","sa3027764",
"Carson Garner","MUR",22,57,208,275,57,27,13,1,16,60,56,58,60,4,5,0,4,14,1,0.274038461,"Carson Garner","sa3031982",
"Jack Power","LIU",22,58,208,268,57,29,12,0,16,46,49,40,45,15,4,1,1,6,3,0.274038461,"Jack Power","sa3040156",
"Justin Ruiz","HPU",20,25,73,91,20,11,4,0,5,22,18,10,26,0,3,5,0,0,0,0.273972602,"Justin Ruiz","sa3041288",
"Jakob Schardt","CSUF",22,29,73,83,20,14,6,0,0,9,15,4,18,0,2,4,0,0,1,0.273972602,"Jakob Schardt","sa3041671",
"John Schroeder","FAU",22,57,219,249,60,37,6,0,17,41,52,18,58,6,6,0,3,3,2,0.273972602,"John Schroeder","sa3041789",
"Brendan Burke","SF",,26,73,80,20,16,2,0,2,7,11,6,31,0,1,0,0,0,0,0.273972602,"Brendan Burke","sa3058774",
"Ben Martin","ALCN",21,43,157,182,43,30,12,0,1,27,27,12,31,9,3,1,0,9,0,0.27388535,"Ben Martin","sa3037131",
"Eddie Hacopian","MD",23,56,241,285,66,43,11,2,10,61,48,31,34,10,2,1,8,7,1,0.273858921,"Eddie Hacopian","sa3032937",
"Aidan Katzman","MAN",20,32,84,101,23,21,2,0,0,16,10,14,23,1,1,1,1,6,4,0.273809523,"Aidan Katzman","sa3035118",
"Mason Roell","INST",,30,84,96,23,17,3,1,2,8,13,7,18,4,0,1,2,0,0,0.273809523,"Mason Roell","sa3066489",
"Ty Head","NCSU",,56,179,243,49,34,11,0,4,46,33,48,28,7,6,3,1,6,0,0.273743016,"Ty Head","sa3059446",
"Macon Winslow","DUKE",20,55,190,237,52,31,13,1,7,41,45,31,53,9,5,2,5,3,0,0.27368421,"Macon Winslow","sa3045458",
"Ty Dalley","MER",21,60,245,281,67,28,20,0,19,45,61,27,51,5,4,0,5,2,5,0.273469387,"Ty Dalley","sa3029792",
"Hunter Carns","FSU",,39,128,148,35,21,8,0,6,33,15,17,42,3,0,0,0,2,2,0.2734375,"Hunter Carns","sa3058817",
"Jack Cannon","LEM",,39,139,169,38,22,9,1,6,29,35,21,44,3,5,1,0,23,5,0.273381294,"Jack Cannon","sa3028366",
"Joe DElia","SIE",,42,139,155,38,31,6,1,0,12,12,9,35,4,0,3,3,5,5,0.273381294,"Joe DElia","sa3030090",
"Michael Doyle","NJIT",22,43,139,167,38,25,9,0,4,19,29,16,29,8,2,2,1,1,0,0.273381294,"Michael Doyle","sa3030546",
"Michael Lombardi","TULN",21,51,139,174,38,23,9,2,4,34,29,22,17,7,3,3,2,5,0,0.273381294,"Michael Lombardi","sa3036476",
"Houston Markham","TROY",,46,139,169,38,32,4,1,1,27,23,19,26,6,3,2,1,7,2,0.273381294,"Houston Markham","sa3059917",
"TJ Takats","BGSU",,40,150,194,41,30,6,0,5,35,17,31,29,9,2,2,1,10,2,0.273333333,"TJ Takats","sa3043473",
"Jayson Gonzalez","IONA",22,39,161,181,44,35,6,1,2,20,29,10,24,8,2,0,4,18,3,0.273291925,"Jayson Gonzalez","sa3032420",
"Elijah Pelayo","CSUB",,56,194,232,53,44,7,2,0,33,27,18,52,11,2,7,1,18,7,0.273195876,"Elijah Pelayo","sa3039642",
"Blake DeLamielleure","JAX",23,56,216,247,59,38,15,0,6,39,58,20,49,9,2,0,1,23,3,0.273148148,"Blake DeLamielleure","sa3030052",
"Scott Gell","STBK",,28,66,76,18,11,4,0,3,11,14,7,9,3,0,0,2,3,0,0.272727272,"Scott Gell","sa3032103",
"Gavin Greger","BRY",21,52,209,232,57,40,15,0,2,22,34,16,41,0,1,6,2,6,3,0.272727272,"Gavin Greger","sa3032681",
"Shemar Harris","JKST",,13,11,18,3,2,1,0,0,3,3,4,3,1,1,1,0,1,1,0.272727272,"Shemar Harris","sa3033304",
"Dawson Hokuf","CIN",24,35,88,108,24,17,6,0,1,12,13,14,22,5,1,0,2,1,0,0.272727272,"Dawson Hokuf","sa3033945",
"Caleb Karll","OHIO",20,28,77,91,21,16,4,0,1,17,9,9,17,5,0,0,1,0,0,0.272727272,"Caleb Karll","sa3035084",
"Logan Kreske","WICH",22,11,22,28,6,4,2,0,0,4,8,4,5,2,0,0,3,0,0,0.272727272,"Logan Kreske","sa3035706",
"Nick Locurto","VT",,20,22,25,6,4,1,1,0,2,6,0,5,2,0,1,2,0,0,0.272727272,"Nick Locurto","sa3036439",
"Jodany Ofarril-Ortiz","MVSU",,24,33,40,9,8,0,1,0,7,1,6,10,0,0,1,1,1,0,0.272727272,"Jodany Ofarril-Ortiz","sa3039056",
"Broc Parmer","UTSA",,21,44,56,12,7,3,1,1,8,10,6,18,1,1,4,1,0,0,0.272727272,"Broc Parmer","sa3039490",
"Jagger Schattle","CARK",,46,154,178,42,33,7,0,2,18,27,21,42,3,0,0,1,1,0,0.272727272,"Jagger Schattle","sa3041674",
"Cam Schneider","FRES",,56,176,202,48,39,8,0,1,24,23,15,39,5,3,3,8,3,0,0.272727272,"Cam Schneider","sa3041740",
"Matt Stevenson","LONG",,16,33,38,9,5,3,0,1,3,6,3,14,2,0,0,1,0,0,0.272727272,"Matt Stevenson","sa3043082",
"Nick Sutherlin","INST",,15,55,63,15,8,4,0,3,12,16,5,19,3,0,0,2,1,1,0.272727272,"Nick Sutherlin","sa3043347",
"Logan Walters","SELA",,30,88,103,24,13,6,1,4,19,22,11,23,3,0,1,1,2,0,0.272727272,"Logan Walters","sa3044751",
"Pierre Cabral","JKST",,31,99,126,27,20,3,1,3,14,21,16,15,4,3,4,1,5,2,0.272727272,"Pierre Cabral","sa3058788",
"Keaton Campbell","ORU",,58,220,246,60,54,4,0,2,28,33,21,41,2,3,0,4,2,1,0.272727272,"Keaton Campbell","sa3058802",
"Diego Davis","PAC",,47,143,167,39,36,3,0,0,20,19,15,25,2,2,5,4,6,0,0.272727272,"Diego Davis","sa3058999",
"Dalton Fiveash","WKU",22,25,33,40,9,8,1,0,0,5,4,6,8,1,0,0,0,0,1,0.272727272,"Dalton Fiveash","sa3059192",
"Luis Hernandez","LSU",,48,154,175,42,22,10,1,9,29,30,9,33,8,2,2,4,5,0,0.272727272,"Luis Hernandez","sa3059479",
"Hunter Herndon","WOF",21,45,99,123,27,22,2,1,2,19,21,14,16,4,5,1,4,1,0,0.272727272,"Hunter Herndon","sa3059482",
"Derek Houston","UVU",,7,11,14,3,3,0,0,0,2,0,3,5,0,0,0,1,0,0,0.272727272,"Derek Houston","sa3059531",
"Alex Marot","WVU",21,17,33,39,9,7,2,0,0,4,6,6,10,0,0,0,0,0,0,0.272727272,"Alex Marot","sa3059920",
"Aaron Nehls","EVAN",,30,66,79,18,13,3,2,0,19,8,11,13,1,1,0,2,3,0,0.272727272,"Aaron Nehls","sa3060129",
"Andrew Tinsley","NCAT",,41,143,159,39,28,8,0,3,27,15,8,26,5,2,1,1,5,2,0.272727272,"Andrew Tinsley","sa3060760",
"Wilmer Cuevas","AAMU",,12,44,54,12,10,1,0,1,11,9,5,7,3,1,1,1,0,0,0.272727272,"Wilmer Cuevas","sa3062579",
"Dylan Murphy","FAU",,5,11,12,3,2,1,0,0,2,3,1,3,0,0,0,0,0,0,0.272727272,"Dylan Murphy","sa3066741",
"Simon Landry","HC",,11,11,15,3,2,0,0,1,4,4,2,2,1,1,0,0,1,0,0.272727272,"Simon Landry","sa3066984",
"Jake Brown","CBU",,55,191,238,52,22,17,1,12,41,51,29,43,11,5,2,5,4,2,0.272251308,"Jake Brown","sa3027839",
"Austin Francis","NJIT",,52,191,229,52,32,14,2,4,35,49,23,19,7,1,7,5,7,0,0.272251308,"Austin Francis","sa3031621",
"Carter Garate","ORE",21,58,180,227,49,32,12,1,4,48,36,23,34,17,1,6,0,6,1,0.272222222,"Carter Garate","sa3031905",
"Johnny Lemm","SIU",,55,180,235,49,18,11,1,19,56,56,45,36,10,0,0,4,9,3,0.272222222,"Johnny Lemm","sa3059794",
"Brock Murtha","NAVY",23,48,169,212,46,31,11,1,3,31,28,20,36,20,2,1,4,22,3,0.272189349,"Brock Murtha","sa3038618",
"Julian Alvarez","CBU",24,52,158,195,43,33,10,0,0,27,16,26,21,5,1,5,3,7,2,0.272151898,"Julian Alvarez","sa3025976",
"Jalen Niles","FAMU",,54,158,192,43,38,4,0,1,41,12,25,39,4,1,4,7,8,2,0.272151898,"Jalen Niles","sa3038881",
"Derek Paris","UMBC",,44,136,163,37,26,4,1,6,22,25,17,28,5,3,2,4,8,3,0.272058823,"Derek Paris","sa3039433",
"Alec Rodriguez","DSU",,39,136,163,37,26,5,0,6,21,28,18,28,4,3,2,0,5,0,0.272058823,"Alec Rodriguez","sa3040962",
"Jack Witmener","WES",,43,136,153,37,34,3,0,0,24,8,8,32,3,1,5,3,13,1,0.272058823,"Jack Witmener","sa3060951",
"John Collins","ECU",,49,125,146,34,24,4,0,6,18,27,7,36,9,2,3,3,1,0,0.272,"John Collins","sa3029188",
"Colton Lomanto","UCSD",23,38,125,152,34,13,11,1,9,28,38,10,32,13,2,2,4,1,1,0.272,"Colton Lomanto","sa3036469",
"Jack Spanier","MINN",20,32,114,138,31,24,5,1,1,21,16,19,26,2,0,3,3,11,3,0.271929824,"Jack Spanier","sa3042795",
"Anthony Febo","IONA",,31,103,139,28,20,4,0,4,24,22,23,24,10,1,2,2,0,1,0.27184466,"Anthony Febo","sa3031205",
"Nick Fleming","MSM",,43,103,137,28,17,5,1,5,20,16,23,34,10,1,0,1,14,3,0.27184466,"Nick Fleming","sa3031443",
"Jorge Gonzalez Febo","BCU",20,39,103,135,28,22,6,0,0,25,12,19,34,12,1,0,1,13,3,0.27184466,"Jorge Gonzalez Febo","sa3032431",
"Jake Stadler","IU",23,44,103,140,28,21,3,1,3,25,16,20,11,9,0,8,2,0,0,0.27184466,"Jake Stadler","sa3042893",
"Ty Stauss","SEMO",,53,206,237,56,37,12,3,4,36,30,23,47,2,3,3,5,7,0,0.27184466,"Ty Stauss","sa3042985",
"Aden Howard","USD",19,56,206,234,56,38,13,2,3,37,25,14,64,8,3,3,0,9,4,0.27184466,"Aden Howard","sa3059534",
"Tyler ViVacqua","NIA",,34,103,128,28,18,6,3,1,14,16,19,20,2,2,2,0,2,5,0.27184466,"Tyler ViVacqua","sa3060846",
"Grant Hussey","WVU",22,59,195,227,53,33,12,1,7,36,35,22,54,6,2,2,0,7,1,0.271794871,"Grant Hussey","sa3034359",
"Garrett Michel","VT",21,27,92,113,25,12,10,1,2,25,20,19,22,1,1,0,2,1,1,0.27173913,"Garrett Michel","sa3037976",
"Mason Breton","LIU",,40,92,109,25,18,3,0,4,17,19,14,27,2,0,1,0,2,2,0.27173913,"Mason Breton","sa3058725",
"Tyler Macon","MIZ",,37,92,115,25,20,2,2,1,17,5,16,29,2,0,5,1,7,4,0.27173913,"Tyler Macon","sa3059887",
"Drew Reynolds","ME",22,46,173,206,47,25,14,4,4,33,34,27,49,3,2,1,1,3,1,0.2716763,"Drew Reynolds","sa3040655",
"Carter Bergman","MOST",,48,162,194,44,21,12,0,11,36,45,20,42,9,3,0,2,2,0,0.271604938,"Carter Bergman","sa3027033",
"Bryson Webb","CMU",21,36,81,103,22,17,2,1,2,17,14,13,19,6,1,2,1,3,1,0.271604938,"Bryson Webb","sa3044907",
"DJ Dillehay","BRWN",21,39,151,168,41,28,7,0,6,23,30,10,26,5,1,1,1,1,2,0.271523178,"DJ Dillehay","sa3030334",
"Danny Wyatt","UMBC",,46,151,180,41,27,9,0,5,24,25,15,26,11,2,1,3,9,3,0.271523178,"Danny Wyatt","sa3045644",
"Harrison Bowman","TROY",22,26,70,86,19,14,3,0,2,18,15,7,15,7,1,1,1,1,0,0.271428571,"Harrison Bowman","sa3058698",
"John Elliot","USC",,33,70,86,19,17,1,0,1,9,8,11,16,3,1,1,2,0,0,0.271428571,"John Elliot","sa3059127",
"Tyler Kamerer","MRSH",21,59,210,250,57,40,13,2,2,41,32,21,27,14,4,1,5,6,4,0.271428571,"Tyler Kamerer","sa3059640",
"Daniel Perez","STET",20,31,70,88,19,18,1,0,0,11,6,14,12,0,1,3,0,1,0,0.271428571,"Daniel Perez","sa3060240",
"Tyler Figueroa","APP",,54,199,241,54,32,14,1,7,43,33,35,40,3,3,1,6,7,1,0.271356783,"Tyler Figueroa","sa3031321",
"Henry Garcia","ULM",22,54,199,229,54,36,11,1,6,33,40,24,40,4,1,1,4,13,3,0.271356783,"Henry Garcia","sa3059271",
"Kainen Jorge","ODU",21,53,199,240,54,31,14,1,8,38,34,34,82,4,3,0,3,13,0,0.271356783,"Kainen Jorge","sa3059631",
"Hugh Pinkney","TULN",20,47,129,157,35,25,8,0,2,26,24,22,33,4,0,2,3,0,1,0.271317829,"Hugh Pinkney","sa3039942",
"Luke Gaffney","CLEM",21,54,188,228,51,39,7,0,5,26,39,23,44,7,9,1,4,2,0,0.271276595,"Luke Gaffney","sa3031815",
"Chris Bear","ME",,49,188,231,51,36,11,1,3,33,15,26,48,11,3,3,3,15,2,0.271276595,"Chris Bear","sa3058588",
"Aric Anderson","RICE",,27,59,61,16,11,3,0,2,7,9,0,15,1,0,1,1,0,0,0.27118644,"Aric Anderson","sa3026021",
"Franklin Gomez Jr.","FDU",,42,118,164,32,25,7,0,0,31,21,34,31,6,2,4,5,10,3,0.27118644,"Franklin Gomez Jr.","sa3032387",
"Ryan Ulisse","LAF",,21,59,67,16,12,2,1,1,7,8,6,25,1,0,1,3,0,1,0.27118644,"Ryan Ulisse","sa3044224",
"Ollie Obenour","WSU",,48,177,203,48,33,12,2,1,20,26,11,35,11,2,2,7,3,3,0.27118644,"Ollie Obenour","sa3060165",
"John McKillop","ARMY",,40,118,134,32,24,8,0,0,20,20,11,32,3,2,0,3,0,2,0.27118644,"John McKillop","sa3065568",
"Brandon Compton","ASU",21,59,214,261,58,30,19,0,9,49,54,40,55,1,6,0,6,10,1,0.271028037,"Brandon Compton","sa3029229",
"Addison Smith","SHSU",21,29,107,120,29,22,2,3,2,17,13,8,28,2,2,1,2,4,0,0.271028037,"Addison Smith","sa3042469",
"Coleman Calabrese","JMU",,55,203,236,55,34,16,0,5,24,26,17,44,4,2,10,3,3,2,0.27093596,"Coleman Calabrese","sa3028249",
"Chase Nixon","MEM",23,54,203,233,55,33,12,2,8,32,36,28,31,2,0,0,1,2,0,0.27093596,"Chase Nixon","sa3038890",
"Koen Carston","SCU",,28,48,61,13,10,3,0,0,8,9,4,10,5,1,3,2,1,1,0.270833333,"Koen Carston","sa3028516",
"Kyle Hess","CREI",,52,144,215,39,23,11,2,3,41,27,37,33,25,1,8,1,4,3,0.270833333,"Kyle Hess","sa3033729",
"Jackson Hugus","PRES",,41,96,134,26,18,7,0,1,18,9,21,19,13,2,2,1,1,1,0.270833333,"Jackson Hugus","sa3034276",
"Evan Janner","RGV",,30,48,63,13,7,2,1,3,21,8,11,20,4,0,0,0,2,2,0.270833333,"Evan Janner","sa3034574",
"Dean ONeill","ME",21,47,192,214,52,34,10,1,7,26,31,15,39,4,2,1,3,0,2,0.270833333,"Dean ONeill","sa3039164",
"Jack Poist","AKR",,50,192,235,52,32,14,2,4,41,35,28,31,12,1,2,1,20,3,0.270833333,"Jack Poist","sa3040026",
"Cade Sanchez","AMCC",22,51,192,224,52,35,13,1,3,38,23,21,31,5,4,2,4,4,4,0.270833333,"Cade Sanchez","sa3041473",
"Brock Slaton","TULN",,42,48,58,13,4,7,0,2,9,15,5,21,2,0,3,0,1,1,0.270833333,"Brock Slaton","sa3042418",
"Jonathan Clough","NMSU",,15,48,63,13,8,2,2,1,11,9,10,15,5,0,0,1,4,1,0.270833333,"Jonathan Clough","sa3058886",
"Brandon Novy","NCSU",,24,48,65,13,8,2,0,3,14,8,16,8,1,0,0,0,0,0,0.270833333,"Brandon Novy","sa3060157",
"Grant Ross","ILL",22,39,96,134,26,21,4,0,1,23,19,26,19,11,1,0,2,6,2,0.270833333,"Grant Ross","sa3060426",
"Guriyandel Salva","MAN",,44,144,184,39,34,4,0,1,22,10,30,24,3,0,7,3,5,7,0.270833333,"Guriyandel Salva","sa3060464",
"Dayton Tockey","OU",,43,144,173,39,25,6,1,7,22,32,26,41,1,2,0,2,6,3,0.270833333,"Dayton Tockey","sa3060761",
"Noah Goodshield","CARK",,26,48,60,13,11,2,0,0,8,7,4,15,4,0,4,0,2,2,0.270833333,"Noah Goodshield","sa3066620",
"Nick Bergamotto","SIE",,46,170,194,46,30,12,0,4,24,26,21,31,3,0,0,5,2,1,0.270588235,"Nick Bergamotto","sa3027019",
"Javar Williams","WAKE",,54,170,217,46,38,4,0,4,40,32,30,45,9,1,7,2,16,3,0.270588235,"Javar Williams","sa3045312",
"Eli Lazio","PRES",,46,122,140,33,22,9,0,2,18,8,14,28,1,0,3,0,2,3,0.270491803,"Eli Lazio","sa3036090",
"Lucas Steele","AUB",21,46,159,202,43,26,8,0,9,28,45,30,36,10,3,0,4,2,0,0.270440251,"Lucas Steele","sa3043002",
"Jae Williams","GAST",21,55,159,206,43,28,11,1,3,33,26,36,28,7,2,2,2,4,5,0.270440251,"Jae Williams","sa3045310",
"Jonathan Vastine","VAN",22,60,196,232,53,37,6,1,9,44,35,29,69,0,4,3,4,9,3,0.270408163,"Jonathan Vastine","sa3044390",
"Brayden Eftink","MVSU",,35,74,94,20,7,8,0,5,18,24,15,28,4,1,0,2,2,0,0.27027027,"Brayden Eftink","sa3030827",
"Davione Hull","JKST",,27,74,96,20,17,1,1,1,15,13,11,17,7,1,3,1,8,0,0.27027027,"Davione Hull","sa3034283",
"Ryley Johnson","ECU",,21,74,85,20,10,6,2,2,17,15,6,14,1,1,3,0,5,0,0.27027027,"Ryley Johnson","sa3034808",
"Nate McHugh","CREI",,42,111,141,30,23,2,0,5,17,24,20,19,7,3,0,3,3,0,0.27027027,"Nate McHugh","sa3037628",
"Michael Craig","HOF",,44,148,165,40,34,6,0,0,17,21,8,26,6,3,0,1,1,0,0.27027027,"Michael Craig","sa3058946",
"Collin McLemore","UAPB",,42,111,138,30,27,3,0,0,30,11,15,25,9,0,3,1,12,1,0.27027027,"Collin McLemore","sa3059994",
"Jonah Shull","WSU",,32,74,82,20,17,2,0,1,10,5,4,19,2,0,2,1,2,0,0.27027027,"Jonah Shull","sa3060572",
"Jack Myers","GASO",,21,37,45,10,7,3,0,0,6,4,6,10,1,1,0,2,0,0,0.27027027,"Jack Myers","sa3065100",
"Kyle Edwards","ODU",22,53,200,231,54,36,12,2,4,39,30,25,42,1,0,5,6,26,1,0.27,"Kyle Edwards","sa3030816",
"Logan Lowe","UNCA",,50,200,226,54,45,7,1,1,34,27,17,49,4,3,2,1,12,1,0.27,"Logan Lowe","sa3059858",
"Thomas Emerich","INST",,47,163,189,44,29,13,0,2,31,18,15,23,3,1,7,2,2,0,0.26993865,"Thomas Emerich","sa3030926",
"Jason Green","NIA",,44,163,189,44,22,8,1,13,33,41,21,56,4,1,0,0,0,1,0.26993865,"Jason Green","sa3032664",
"Tyler Campbell","LEM",,36,126,160,34,24,6,0,4,28,23,28,45,3,3,0,0,4,0,0.269841269,"Tyler Campbell","sa3028341",
"Easton Fritcher","STMN",21,34,63,83,17,7,7,1,2,18,12,3,19,14,3,0,2,1,0,0.269841269,"Easton Fritcher","sa3031733",
"Garrett Gruell","UTSA",,23,63,73,17,12,4,0,1,10,15,7,13,1,2,0,1,0,0,0.269841269,"Garrett Gruell","sa3032795",
"Kellen Strohmeyer","IOWA",21,38,63,82,17,10,4,0,3,19,10,19,20,0,0,0,0,3,1,0.269841269,"Kellen Strohmeyer","sa3043237",
"Hunter Sute","MAN",23,41,126,158,34,24,6,1,3,19,29,26,37,3,3,0,1,2,2,0.269841269,"Hunter Sute","sa3060697",
"PJ Moutzouridis","CAL",20,55,215,238,58,44,10,1,3,33,31,15,32,5,2,1,3,10,3,0.269767441,"PJ Moutzouridis","sa3038483",
"Charlie Bates","STAN",,25,89,97,24,16,4,3,1,18,7,5,19,2,1,0,3,5,2,0.269662921,"Charlie Bates","sa3058575",
"Jonathan Kim","MICH",21,46,115,131,31,21,10,0,0,18,15,9,37,6,1,0,2,5,1,0.269565217,"Jonathan Kim","sa3035373",
"Juan Rivera","CLT",,44,115,143,31,21,8,0,2,22,17,19,15,3,1,5,4,5,3,0.269565217,"Juan Rivera","sa3040832",
"Carter Newman","LONG",21,42,141,167,38,27,7,1,3,38,22,19,50,2,0,5,0,8,1,0.269503546,"Carter Newman","sa3038807",
"James Castagnola","UCI",20,49,156,199,42,29,7,0,6,32,28,26,38,11,2,4,8,2,1,0.269230769,"James Castagnola","sa3028600",
"Tyler Cox","HOU",24,55,156,189,42,36,5,1,0,30,31,16,23,9,3,5,2,4,1,0.269230769,"Tyler Cox","sa3029501",
"Cole Jones","WCU",,43,130,167,35,23,8,0,4,32,29,30,28,3,0,4,2,0,1,0.269230769,"Cole Jones","sa3034863",
"Shai Robinson","ILST",21,54,208,260,56,37,8,1,10,50,45,48,43,2,2,0,6,7,0,0.269230769,"Shai Robinson","sa3040921",
"Michael Rodriguez","BCU",19,39,104,126,28,19,7,1,1,22,15,18,25,4,0,0,4,8,1,0.269230769,"Michael Rodriguez","sa3041003",
"Garrett Staton","ALA",25,33,104,117,28,14,7,0,7,17,31,6,39,6,1,0,1,0,1,0.269230769,"Garrett Staton","sa3042982",
"Zack Stewart","MOST",21,51,182,213,49,30,8,0,11,37,31,27,63,3,1,0,2,2,0,0.269230769,"Zack Stewart","sa3043117",
"Robert Tate Jr.","JKST",19,34,130,155,35,25,8,1,1,27,20,15,23,2,0,8,4,8,0,0.269230769,"Robert Tate Jr.","sa3043525",
"Andrew Yu","DUKE",22,30,78,97,21,14,2,0,5,15,11,13,14,5,0,1,2,2,0,0.269230769,"Andrew Yu","sa3045765",
"Connor Meidroth","USD",21,39,104,130,28,19,7,1,1,22,16,17,20,6,1,2,2,0,2,0.269230769,"Connor Meidroth","sa3060007",
"Kai Tullos","UPST",,15,26,29,7,2,5,0,0,4,4,3,8,0,0,0,1,0,0,0.269230769,"Kai Tullos","sa3062693",
"Drew Leinenbach","UNF",,52,171,196,46,33,10,0,3,27,24,16,43,5,1,3,2,6,1,0.269005847,"Drew Leinenbach","sa3036196",
"Mike Mancini","VAN",21,49,145,182,39,30,4,1,4,32,24,28,43,3,0,6,2,18,2,0.268965517,"Mike Mancini","sa3036951",
"Reese Borho","ACU",,48,119,152,32,14,11,2,5,32,30,14,27,14,1,4,0,12,1,0.268907563,"Reese Borho","sa3027403",
"Owen Carlson","COR",,32,119,141,32,29,2,1,0,17,13,16,24,2,3,1,2,0,1,0.268907563,"Owen Carlson","sa3028451",
"Tyler Gordon","UCR",,33,119,142,32,25,5,1,1,14,11,9,23,9,0,5,0,3,1,0.268907563,"Tyler Gordon","sa3032488",
"Ethan Brand","TOW",,38,119,147,32,24,7,0,1,15,20,21,31,2,2,3,0,1,2,0.268907563,"Ethan Brand","sa3058714",
"Brendan Buecker","MONM",20,33,93,107,25,21,4,0,0,11,9,9,10,2,1,2,2,3,0,0.268817204,"Brendan Buecker","sa3027979",
"Dom Camera","HOF",21,32,93,110,25,20,4,0,1,11,11,11,16,4,0,2,1,1,0,0.268817204,"Dom Camera","sa3028300",
"Jake Elbeery","MINN",23,30,93,107,25,17,5,1,2,18,9,13,24,1,0,0,0,0,0,0.268817204,"Jake Elbeery","sa3030862",
"Matty Fung","SF",22,32,93,109,25,21,3,0,1,10,7,6,16,5,0,5,1,5,2,0.268817204,"Matty Fung","sa3031779",
"Zach Toglia","PORT",22,51,186,228,50,32,6,1,11,38,38,34,45,4,4,0,1,4,0,0.268817204,"Zach Toglia","sa3043888",
"David Gibbs","UCR",,39,93,114,25,23,2,0,0,8,7,17,22,0,0,4,0,6,1,0.268817204,"David Gibbs","sa3065041",
"Mauricio Millan","WICH",23,42,160,189,43,37,5,1,0,26,21,19,26,6,2,2,5,0,0,0.26875,"Mauricio Millan","sa3038027",
"Drew Rogers","GT",,30,67,92,18,8,3,1,6,13,18,14,33,6,2,3,0,0,0,0.268656716,"Drew Rogers","sa3060414",
"Rintaro Sasaki","STAN",,52,201,236,54,39,8,0,7,24,41,25,47,10,0,0,3,1,1,0.268656716,"Rintaro Sasaki","sa3060492",
"Brady Thomas","JVST",,47,134,175,36,22,9,0,5,36,24,28,37,8,1,4,1,10,3,0.268656716,"Brady Thomas","sa3060736",
"Colby Wallace","ECU",,62,242,275,65,45,10,0,10,47,42,20,48,7,2,4,7,1,1,0.268595041,"Colby Wallace","sa3044699",
"Jace Martinez","SHSU",,50,175,211,47,37,7,1,2,29,20,28,68,1,1,6,1,22,3,0.268571428,"Jace Martinez","sa3037174",
"John Freitag","VILL",,41,108,141,29,21,6,0,2,18,22,26,22,6,1,0,1,0,0,0.268518518,"John Freitag","sa3059235",
"Max Ortega","CSUF",,43,149,184,40,26,8,1,5,25,28,18,35,10,1,6,9,1,1,0.268456375,"Max Ortega","sa3039210",
"Jack Lausch","NU",,44,149,177,40,25,9,0,6,30,28,14,56,6,5,3,0,5,2,0.268456375,"Jack Lausch","sa3059764",
"Corbin Lanowitz","UNCA",23,50,190,230,51,41,6,0,4,40,21,26,21,12,1,1,4,3,3,0.268421052,"Corbin Lanowitz","sa3035956",
"Andrew Rivas","UCR",21,52,190,215,51,38,10,1,2,25,24,21,44,1,3,0,2,0,0,0.268421052,"Andrew Rivas","sa3040810",
"Jason Brown","UMES",23,40,123,154,33,25,7,0,1,15,24,17,21,5,3,6,2,8,2,0.268292682,"Jason Brown","sa3027840",
"Matthew Chatelle","RUTG",21,46,123,149,33,23,6,1,3,23,21,18,28,3,3,2,5,1,0,0.268292682,"Matthew Chatelle","sa3028785",
"Hayden Christiansen","XAV",21,33,41,49,11,7,2,0,2,6,9,7,9,0,0,1,0,0,0,0.268292682,"Hayden Christiansen","sa3028892",
"Robert Hamchuk","MICH",,36,82,92,22,18,1,0,3,14,13,2,21,7,0,1,2,0,0,0.268292682,"Robert Hamchuk","sa3033070",
"Landon Moran","STET",21,56,205,257,55,40,9,1,5,34,41,29,38,17,3,3,0,9,0,0.268292682,"Landon Moran","sa3038342",
"Jadin Moreno","PV",,19,41,50,11,6,2,2,1,6,8,4,15,3,1,1,0,0,2,0.268292682,"Jadin Moreno","sa3038352",
"Harry Padden","MONM",,51,205,237,55,39,11,2,3,40,21,19,23,7,2,4,3,21,4,0.268292682,"Harry Padden","sa3039331",
